"edge_changes$stable"
"PNRC1_S100A8"
"NCF2_S100A8"
"PSME1_S100A8"
"S100A8_TCEB2"
"S100A8_VAMP8"
"CASP1_S100A8"
"BST2_S100A8"
"HCST_S100A8"
"S100A8_ZFP36L2"
"BLVRB_S100A8"
"CASP4_S100A8"
"CRIP1_S100A8"
"S100A8_TXNIP"
"RHOG_S100A8"
"CCNI_S100A8"
"HIGD2A_S100A8"
"HSPA8_S100A8"
"S100A8_UBB"
"RNASET2_S100A8"
"CTSB_S100A8"
"ATP5L_S100A8"
"KLF2_S100A8"
"GLRX_S100A8"
"RP11-290F20.3_S100A8"
"NPM1_S100A8"
"PRELID1_S100A8"
"ERP29_S100A8"
"CNBP_S100A8"
"FAM26F_S100A8"
"PLAC8_S100A8"
"CD48_S100A8"
"BRK1_S100A8"
"S100A8_SLC25A3"
"S100A8_TMEM66"
"PPP1CA_S100A8"
"CFP_S100A8"
"CAP1_S100A8"
"CTSD_S100A8"
"S100A8_UBXN1"
"S100A8_TMA7"
"GSTO1_S100A8"
"S100A8_UQCR11.1"
"LIMD2_S100A8"
"S100A8_UBE2D3"
"HLA-E_S100A8"
"MT-ND5_S100A8"
"S100A8_SOD2"
"GSTK1_S100A8"
"S100A8_UBC"
"RAC2_S100A8"
"CARD16_S100A8"
"PPIA_S100A8"
"CD44_S100A8"
"HLA-DRA_S100A8"
"MCL1_S100A8"
"BRI3_S100A8"
"FGR_S100A8"
"COX7C_S100A8"
"RHOC_S100A8"
"NOP10_S100A8"
"HSP90AA1_S100A8"
"PARK7_S100A8"
"OST4_S100A8"
"RBM3_S100A8"
"LDHA_S100A8"
"H3F3A_S100A8"
"S100A8_TKT"
"GPSM3_S100A8"
"POLR2L_S100A8"
"APRT_S100A8"
"ARF1_S100A8"
"CAPZB_S100A8"
"S100A8_UBE2L6"
"S100A8_SNX3"
"S100A8_TMEM219"
"ATP6V1G1_S100A8"
"PKM_S100A8"
"COX6B1_S100A8"
"ANXA5_S100A8"
"NUP214_S100A8"
"BLOC1S1_S100A8"
"C6orf48_S100A8"
"S100A8_TNFSF10"
"PCBP1_S100A8"
"RNH1_S100A8"
"S100A8_YBX1"
"PPIB_S100A8"
"C11orf31_S100A8"
"DDX5_S100A8"
"S100A8_UCP2"
"ARL6IP4_S100A8"
"ATP6V1F_S100A8"
"LAMTOR1_S100A8"
"COX5B_S100A8"
"S100A8_SERP1"
"FCGRT_S100A8"
"NDUFA11_S100A8"
"ATP5G3_S100A8"
"PGLS_S100A8"
"AP2S1_S100A8"
"S100A8_SSR4"
"H2AFZ_S100A8"
"S100A8_SERPINB1"
"PSMB8_S100A8"
"ATP5D_S100A8"
"S100A8_TOMM7"
"EDF1_S100A8"
"COPE_S100A8"
"NBEAL1_S100A8"
"BID_S100A8"
"S100A8_SUPT4H1"
"JTB_S100A8"
"PRDX5_S100A8"
"IFI30_S100A8"
"S100A8_VPS28"
"RNF130_S100A8"
"NEDD8_S100A8"
"NDUFA4_S100A8"
"CD74_S100A8"
"HLA-DQA1_S100A8"
"LRRFIP1_S100A8"
"CHCHD2_S100A8"
"COX6A1_S100A8"
"S100A8_TSPO"
"HNRNPA2B1_S100A8"
"S100A8_VAMP5"
"EIF3F_S100A8"
"COX4I1_S100A8"
"GNG5_S100A8"
"PSMB1_S100A8"
"PYCARD_S100A8"
"PPP1R15A_S100A8"
"HNRNPDL_S100A8"
"NDUFB11_S100A8"
"EIF3K_S100A8"
"GIMAP4_S100A8"
"ARRB2_S100A8"
"PSMB3_S100A8"
"LY86_S100A8"
"CLTA_S100A8"
"C19orf43_S100A8"
"S100A8_WARS"
"EIF3L_S100A8"
"POLD4_S100A8"
"C20orf24_S100A8"
"S100A8_SEC11A"
"S100A8_U2AF1"
"HCLS1_S100A8"
"DYNLL1_S100A8"
"S100A8_TPI1"
"JUND_S100A8"
"AMICA1_S100A8"
"HCK_S100A8"
"ICAM3_S100A8"
"EIF3G_S100A8"
"PILRA_S100A8"
"PCBP2_S100A8"
"COX8A_S100A8"
"PABPC1_S100A8"
"PTPN6_S100A8"
"HMGB2_S100A8"
"COMMD6_S100A8"
"ACTG1_S100A8"
"CFL1_S100A8"
"S100A8_SLC25A6"
"EID1_S100A8"
"ARL6IP5_S100A8"
"EIF3D_S100A8"
"S100A8_SOD1"
"HINT1_S100A8"
"S100A8_SRP14"
"LCP1_S100A8"
"PLBD1_S100A8"
"CTSC_S100A8"
"CSF3R_S100A8"
"CHMP4A_S100A8"
"RBP7_S100A8"
"MNDA_S100A8"
"ANP32B_S100A8"
"PLP2_S100A8"
"HSP90AB1_S100A8"
"ARHGDIB_S100A8"
"S100A8_ZFAS1"
"FCER1G_S100A8"
"PRR13_S100A8"
"KLF4_S100A8"
"ATP5B_S100A8"
"EEF2_S100A8"
"GNAS_S100A8"
"COX7A2L_S100A8"
"GUK1_S100A8"
"LST1_S100A8"
"LAMTOR2_S100A8"
"S100A11_S100A8"
"ARF5_S100A8"
"RBX1_S100A8"
"COX5A_S100A8"
"MORF4L1_S100A8"
"S100A8_SP110"
"CTSH_S100A8"
"S100A8_TYMP"
"EVI2B_S100A8"
"HLA-DQB1_S100A8"
"C19orf53_S100A8"
"IFNGR2_S100A8"
"RGS19_S100A8"
"LGALS9_S100A8"
"S100A8_TRAPPC1"
"MSN_S100A8"
"NDUFB9_S100A8"
"S100A8_ZNF706"
"S100A8_SAP18"
"RAN_S100A8"
"RAC1_S100A8"
"GNAI2_S100A8"
"GLIPR2_S100A8"
"GDI2_S100A8"
"NDUFB8.1_S100A8"
"NDUFS7_S100A8"
"NCF1_S100A8"
"S100A8_UQCRQ"
"CDC42_S100A8"
"ABI3_S100A8"
"S100A8_SYF2"
"NACA_S100A8"
"GABARAPL2_S100A8"
"HSD17B11_S100A8"
"CTSZ_S100A8"
"COX7A2_S100A8"
"PRDX1_S100A8"
"S100A8_SEC61B"
"S100A8_TMBIM6"
"EFHD2_S100A8"
"ATP5F1_S100A8"
"ATP5H_S100A8"
"ATP5EP2_S100A8"
"CPVL_S100A8"
"ATP5E_S100A8"
"CSNK2B_S100A8"
"CD53_S100A8"
"AGTRAP_S100A8"
"ATP5A1_S100A8"
"S100A8_ZNHIT1"
"ATP5J2_S100A8"
"NDUFB7_S100A8"
"PPP4C_S100A8"
"S100A8_SKP1"
"S100A8_UQCRFS1"
"ARPC2_S100A8"
"REEP5_S100A8"
"S100A8_SRSF9"
"NHP2L1_S100A8"
"FKBP8_S100A8"
"GCA_S100A8"
"NDUFB2_S100A8"
"ATP5C1_S100A8"
"PSMB7_S100A8"
"NDUFS5_S100A8"
"PTGES3_S100A8"
"GTF3A_S100A8"
"DYNLT1_S100A8"
"ATP5I_S100A8"
"S100A8_SPCS1"
"ATP5O_S100A8"
"RAB7A_S100A8"
"LDHB_S100A8"
"S100A8_UQCR10"
"C19orf38_S100A8"
"DBI_S100A8"
"EPSTI1_S100A8"
"LYN_S100A8"
"RAP1B_S100A8"
"HN1_S100A8"
"S100A8_UBE2I"
"S100A8_TMEM59"
"FIS1_S100A8"
"HSBP1_S100A8"
"RNF7_S100A8"
"S100A12_S100A8"
"ATG3_S100A8"
"COX6C_S100A8"
"LAMTOR4_S100A8"
"GNB2_S100A8"
"GLIPR1_S100A8"
"NDUFA1_S100A8"
"OSTF1_S100A8"
"C4orf48_S100A8"
"S100A8_SNRPD2"
"LRRC25_S100A8"
"PTPRC_S100A8"
"HNRNPK_S100A8"
"POU2F2_S100A8"
"FOS_S100A8"
"MDH2_S100A8"
"PRDX6_S100A8"
"PSMB10_S100A8"
"ATP6V0D1_S100A8"
"POLE4_S100A8"
"C5AR1_S100A8"
"IFI44L_S100A8"
"PSAP_S100A8"
"ARF6_S100A8"
"MIR24-2_S100A8"
"CCDC85B_S100A8"
"S100A8_TNFRSF1B"
"ARPC4_S100A8"
"BAX_S100A8"
"S100A8_TBCB"
"S100A8_VAPA"
"HLA-C_S100A8"
"EIF4EBP1_S100A8"
"MAFB_S100A8"
"ASGR1_S100A8"
"BIN2_S100A8"
"ANAPC11_S100A8"
"CD97_S100A8"
"GHITM_S100A8"
"RAP1A_S100A8"
"EIF3M_S100A8"
"ACTR3_S100A8"
"C4orf3_S100A8"
"OAZ2_S100A8"
"EIF4A2_S100A8"
"NAPRT1_S100A8"
"NDUFS6_S100A8"
"NDUFV2_S100A8"
"ATP5G2_S100A8"
"DOK2_S100A8"
"MRPL54_S100A8"
"FOLR3_S100A8"
"S100A8_UFC1"
"S100A8_SMDT1"
"RAB5C_S100A8"
"S100A8_XAF1"
"S100A8_SMCO4"
"LSM7_S100A8"
"BTF3_S100A8"
"NDUFA2_S100A8"
"CDKN2D_S100A8"
"S100A8_VDAC2"
"S100A8_SAT1"
"LGALS1_S100A8"
"MPEG1_S100A8"
"S100A8_SEPT9"
"CUTA_S100A8"
"MX1_S100A8"
"MRPL23_S100A8"
"NCOA4_S100A8"
"S100A8_VAMP2"
"S100A8_WDR1"
"S100A8_VCAN"
"RABAC1_S100A8"
"DBNL_S100A8"
"IFITM1_S100A8"
"AP2M1_S100A8"
"RBM39_S100A8"
"MYO1G_S100A8"
"METTL9_S100A8"
"CPPED1_S100A8"
"NPC2_S100A8"
"LILRB2_S100A8"
"S100A8_SAT2"
"MIF_S100A8"
"LTB_S100A8"
"CYBB_S100A8"
"S100A8_UQCRC2"
"S100A8_YPEL5"
"PARVG_S100A8"
"S100A8_TPT1"
"LTA4H_S100A8"
"HNRNPC_S100A8"
"PGAM1_S100A8"
"POLR1D_S100A8"
"S100A8_UQCRC1"
"FAM49B_S100A8"
"S100A8_SERF2"
"PSMD8_S100A8"
"ARHGDIA_S100A8"
"HLA-DMB_S100A8"
"EVL_S100A8"
"S100A8_TGFB1"
"PLSCR1_S100A8"
"RARRES3_S100A8"
"NDUFA12_S100A8"
"PARL_S100A8"
"RAB32_S100A8"
"ARPC3_S100A8"
"MRPL20_S100A8"
"ATRAID_S100A8"
"NKG7_S100A8"
"NDUFS3_S100A8"
"RILPL2_S100A8"
"LYST_S100A8"
"C11orf58_S100A8"
"CHCHD10_S100A8"
"COMT_S100A8"
"PDCD6_S100A8"
"S100A8_SRI"
"CCND3_S100A8"
"S100A8_ST13"
"PFDN2_S100A8"
"CYTIP_S100A8"
"PLAUR_S100A8"
"FERMT3_S100A8"
"PSMB6_S100A8"
"S100A8_SDHB"
"S100A8_TRMT112"
"CNN2_S100A8"
"CHMP4B_S100A8"
"AIF1_S100A8"
"ALKBH7_S100A8"
"EEF1D_S100A8"
"S100A8_YWHAH"
"S100A8_TMBIM4.1"
"C19orf10_S100A8"
"CD33_S100A8"
"MARCKSL1_S100A8"
"MTDH_S100A8"
"DAZAP2_S100A8"
"RAB8A_S100A8"
"COTL1_S100A8"
"RANBP1_S100A8"
"ATP1B3_S100A8"
"PTP4A2_S100A8"
"EIF2S2_S100A8"
"S100A8_TCF25"
"S100A8_ZFAND5"
"NDUFC2_S100A8"
"S100A8_SNRPB"
"PAIP2_S100A8"
"LSM6_S100A8"
"FMNL1_S100A8"
"C14orf2_S100A8"
"HNRNPF_S100A8"
"MAP1LC3B_S100A8"
"S100A8_SPG21"
"CCDC12_S100A8"
"LAP3_S100A8"
"RER1_S100A8"
"IFI35_S100A8"
"LAPTM4A_S100A8"
"NDUFB1_S100A8"
"NAAA_S100A8"
"S100A8_XRCC6"
"GADD45GIP1_S100A8"
"CKLF_S100A8"
"S100A8_SQSTM1"
"PSMC5_S100A8"
"IGBP1_S100A8"
"PFN1_S100A8"
"IDH3G_S100A8"
"S100A8_STX10"
"PDIA6_S100A8"
"IRF1_S100A8"
"ABRACL_S100A8"
"PPP1R18_S100A8"
"CSK_S100A8"
"S100A8_SMS"
"DNAJA1_S100A8"
"S100A8_SUMO1"
"ACTR2_S100A8"
"S100A8_TRAF3IP3"
"PDIA3_S100A8"
"S100A8_SUMO3"
"FIBP_S100A8"
"MYL6_S100A8"
"S100A8_SNX2"
"LMAN2_S100A8"
"DAD1_S100A8"
"ICAM2_S100A8"
"S100A8_SHKBP1"
"MINOS1_S100A8"
"LSM4_S100A8"
"S100A8_TOMM22"
"DPP7_S100A8"
"S100A8_TAPBP"
"PHPT1_S100A8"
"CLTB_S100A8"
"POLR2J_S100A8"
"HMGN3_S100A8"
"C14orf166_S100A8"
"LSMD1_S100A8"
"BUD31_S100A8"
"RNF213_S100A8"
"DCTN3_S100A8"
"POLR2G_S100A8"
"NOSIP_S100A8"
"NDUFAF3_S100A8"
"NDUFB5_S100A8"
"ATP6AP2_S100A8"
"FAM96B_S100A8"
"LSM10_S100A8"
"MRFAP1_S100A8"
"MT-ND3_S100A8"
"S100A8_SCP2"
"S100A8_SNX17"
"S100A8_WAS"
"IRF7_S100A8"
"AP3S1_S100A8"
"EIF4E2_S100A8"
"NDFIP1_S100A8"
"M6PR_S100A8"
"RBMX_S100A8"
"S100A8_TMEM123"
"NAGK_S100A8"
"S100A8_SELK"
"HMOX1_S100A8"
"CYCS_S100A8"
"S100A8_WASF2"
"CAT_S100A8"
"PCMT1_S100A8"
"DYNLRB1_S100A8"
"H2AFJ_S100A8"
"CAMLG_S100A8"
"CHCHD5_S100A8"
"S100A8_SERBP1"
"C19orf70_S100A8"
"IFI27L2_S100A8"
"COX14_S100A8"
"RAB10_S100A8"
"P4HB_S100A8"
"S100A8_SEP15"
"NENF_S100A8"
"PSMD9_S100A8"
"AKR1A1_S100A8"
"HLA-F_S100A8"
"EEF1A1_S100A8"
"S100A8_TWF2"
"ERGIC3_S100A8"
"DGUOK_S100A8"
"BST1_S100A8"
"RTFDC1_S100A8"
"MOB1A_S100A8"
"S100A8_TBCA"
"S100A8_SSR3"
"ANXA11_S100A8"
"S100A8_SSNA1"
"PLEK_S100A8"
"MRPL51_S100A8"
"ERP44_S100A8"
"LYL1_S100A8"
"NCL_S100A8"
"HNRNPM_S100A8"
"CAPZA2_S100A8"
"S100A8_TMEM14C"
"HSD17B10_S100A8"
"BANF1_S100A8"
"S100A8_TMEM179B"
"ECH1_S100A8"
"PSMB2_S100A8"
"S100A8_TMEM50A"
"LILRA3_S100A8"
"GBP2_S100A8"
"S100A8_SERPINB6"
"LYSMD2_S100A8"
"EIF3I_S100A8"
"NDUFB4_S100A8"
"S100A8_SPAG7"
"CAPNS1_S100A8"
"S100A6_S100A8"
"CMTM6_S100A8"
"KDELR2_S100A8"
"S100A8_SMAP2"
"HM13_S100A8"
"S100A8_SSB"
"S100A8_SLC31A2"
"S100A8_SPCS2"
"S100A8_UBE2L3"
"CALR_S100A8"
"RBCK1_S100A8"
"CD79B_S100A8"
"S100A8_YWHAE"
"COX6A1P2_S100A8"
"S100A8_VDAC1"
"S100A8_SNF8"
"MIR142_S100A8"
"S100A8_TNFRSF14"
"S100A8_TOMM20"
"RNF149_S100A8"
"POLR2F_S100A8"
"S100A8_SNRPD1"
"RASGRP2_S100A8"
"CD164_S100A8"
"ATPIF1_S100A8"
"PSMB4_S100A8"
"S100A8_VMP1"
"PTPN18_S100A8"
"S100A8_SPN"
"MIDN_S100A8"
"CD302_S100A8"
"S100A8_STUB1"
"NR4A1_S100A8"
"MYD88_S100A8"
"S100A8_TMEM147"
"PPA1_S100A8"
"IL10RA_S100A8"
"LRPAP1_S100A8"
"APH1A_S100A8"
"S100A8_UNC93B1"
"RALY_S100A8"
"MPC1_S100A8"
"DEK_S100A8"
"S100A8_SHISA5"
"BAZ1A_S100A8"
"DUT_S100A8"
"C19orf60_S100A8"
"MRPS34_S100A8"
"NFKBIZ_S100A8"
"S100A8_TESC"
"PNISR_S100A8"
"S100A8_UBA52"
"MAPKAPK3_S100A8"
"CAPN2_S100A8"
"S100A8_STK17B"
"S100A8_TUFM"
"C9orf78_S100A8"
"IDH2_S100A8"
"S100A8_WSB1"
"S100A8_SRP9"
"S100A8_SNRPC"
"CAST_S100A8"
"S100A8_TXNDC12"
"CLEC7A_S100A8"
"NANS_S100A8"
"CSF1R_S100A8"
"S100A8_SCIMP"
"MRPL18_S100A8"
"S100A8_SELPLG"
"ATP1A1_S100A8"
"S100A8_SH3BP1"
"CMTM7_S100A8"
"APEX1_S100A8"
"HSP90B1_S100A8"
"MRPL43_S100A8"
"ADRBK1_S100A8"
"S100A8_TXN2"
"MT-ND1_S100A8"
"S100A8_SQRDL"
"CD47_S100A8"
"IDH3B_S100A8"
"FAM110A_S100A8"
"CCT5_S100A8"
"CYBA_S100A8"
"S100A8_TMEM9B"
"PPP1CC_S100A8"
"LILRB1_S100A8"
"RSL24D1_S100A8"
"MED28_S100A8"
"S100A8_SNAP23"
"RNF166_S100A8"
"KHDRBS1_S100A8"
"HES4_S100A8"
"AUP1_S100A8"
"IMP3_S100A8"
"AKIRIN2_S100A8"
"CD300A_S100A8"
"NCOR1_S100A8"
"S100A8_SDHC"
"PEBP1_S100A8"
"LILRB4_S100A8"
"S100A8_TREX1"
"EIF4H_S100A8"
"CDC42SE1_S100A8"
"NDUFAB1_S100A8"
"S100A8_S1PR4"
"S100A8_SUCLG1"
"CMPK1_S100A8"
"C9orf142_S100A8"
"S100A8_SRSF11"
"PPCS_S100A8"
"C7orf50_S100A8"
"COMMD9_S100A8"
"CELF2_S100A8"
"ACP1_S100A8"
"S100A8_SEPT7"
"CECR1_S100A8"
"S100A8_SHFM1"
"MALAT1_S100A8"
"S100A8_YWHAQ"
"S100A8_SIGLEC10"
"ETFA_S100A8"
"HLA-DQA2_S100A8"
"MKRN1_S100A8"
"AP2A1_S100A8"
"S100A8_SDHD"
"S100A8_TYROBP"
"PSMA4_S100A8"
"S100A8_SIGIRR"
"S100A8_SFT2D1"
"PRKAR1A_S100A8"
"GNAI3_S100A8"
"S100A8_UNC119"
"FAU_S100A8"
"DNAJB6_S100A8"
"PCGF5_S100A8"
"CTSL_S100A8"
"CDKN1C_S100A8"
"ATP6V1E1_S100A8"
"S100A8_ZNHIT3"
"MPHOSPH8_S100A8"
"CXCL16_S100A8"
"FAM49A_S100A8"
"S100A8_TPPP3"
"S100A8_UTRN"
"CAMK1_S100A8"
"RHOF_S100A8"
"ADA_S100A8"
"EIF1_S100A8"
"CTD-2006K23.1_S100A8"
"MTSS1_S100A8"
"S100A8_TMSB10"
"LILRB3_S100A8"
"APOBEC3G_S100A8"
"RABGAP1L_S100A8"
"B2M_S100A8"
"ITGAL_S100A8"
"PTMA_S100A8"
"ANAPC15_S100A8"
"OAZ1_S100A8"
"S100A8_TLE4"
"C18orf32_S100A8"
"GLUD1_S100A8"
"INSIG1_S100A8"
"CST3_S100A8"
"CKB_S100A8"
"S100A8_SEC14L1"
"FTH1_S100A8"
"DNPH1_S100A8"
"BATF3_S100A8"
"PLD4_S100A8"
"PHF19_S100A8"
"FCGR3A_S100A9"
"LGALS2_S100A9"
"HLA-DPB1_S100A9"
"IFITM2_S100A9"
"IFITM3_S100A9"
"HLA-DPA1_S100A9"
"FCN1_S100A9"
"GPX1_S100A9"
"NFKBIA_S100A9"
"LYZ_S100A9"
"GSTP1_S100A9"
"HLA-DRB1_S100A9"
"S100A9_TIMP1"
"ANXA1_S100A9"
"CD52_S100A9"
"MS4A6A_S100A9"
"LGALS3_S100A9"
"IFI6_S100A9"
"ITM2B_S100A9"
"CEBPB_S100A9"
"S100A9_SERPINA1"
"GRN_S100A9"
"CD14_S100A9"
"NAP1L1_S100A9"
"JUN_S100A9"
"HLA-DRB5_S100A9"
"S100A9_TAGLN2"
"MYL12A_S100A9"
"KLF6_S100A9"
"PSME2_S100A9"
"FKBP1A_S100A9"
"ARPC5_S100A9"
"RGS2_S100A9"
"HLA-DMA_S100A9"
"MS4A7_S100A9"
"AP1S2_S100A9"
"CEBPD_S100A9"
"S100A9_TNFSF13B"
"EIF3H_S100A9"
"CALM2_S100A9"
"ATP6V0B_S100A9"
"MYL12B_S100A9"
"DRAP1_S100A9"
"FOSB_S100A9"
"S100A9_TALDO1"
"S100A9_TUBA1B"
"LY6E_S100A9"
"CSTB_S100A9"
"S100A9_VIM"
"PSMA7_S100A9"
"RGS10_S100A9"
"ENO1_S100A9"
"IER2_S100A9"
"H2AFY_S100A9"
"CD99_S100A9"
"S100A9_SLC25A5"
"ATP6V0E1_S100A9"
"ITGB2_S100A9"
"PGK1_S100A9"
"CD68_S100A9"
"BTG1_S100A9"
"S100A9_SUMO2"
"S100A9_YWHAB"
"S100A9_TPM3"
"S100A9_TSC22D3"
"PSMB9_S100A9"
"S100A9_STXBP2"
"ASAH1_S100A9"
"RHOA_S100A9"
"LSP1_S100A9"
"GLTSCR2_S100A9"
"PNRC1_S100A9"
"NCF2_S100A9"
"S100A9_TCEB2"
"CASP1_S100A9"
"HCST_S100A9"
"EMP3_S100A9"
"BLVRB_S100A9"
"CASP4_S100A9"
"ANXA2_S100A9"
"S100A9_TXNIP"
"CCNI_S100A9"
"HIGD2A_S100A9"
"HSPA8_S100A9"
"S100A9_UBB"
"RNASET2_S100A9"
"CTSB_S100A9"
"KLF2_S100A9"
"RP11-290F20.3_S100A9"
"NPM1_S100A9"
"PRELID1_S100A9"
"CNBP_S100A9"
"FAM26F_S100A9"
"PLAC8_S100A9"
"CD48_S100A9"
"BRK1_S100A9"
"S100A9_SLC25A3"
"S100A9_TMEM66"
"PPP1CA_S100A9"
"CFP_S100A9"
"CAP1_S100A9"
"CTSD_S100A9"
"S100A9_UBXN1"
"S100A9_TMA7"
"GSTO1_S100A9"
"S100A9_UQCR11.1"
"LIMD2_S100A9"
"S100A9_UBE2D3"
"MT-ND5_S100A9"
"GSTK1_S100A9"
"S100A9_UBC"
"RAC2_S100A9"
"CARD16_S100A9"
"HLA-DRA_S100A9"
"MCL1_S100A9"
"BRI3_S100A9"
"COX7C_S100A9"
"RHOC_S100A9"
"C1orf162_S100A9"
"NOP10_S100A9"
"HSP90AA1_S100A9"
"OST4_S100A9"
"RBM3_S100A9"
"LDHA_S100A9"
"H3F3A_S100A9"
"S100A9_TKT"
"GPSM3_S100A9"
"POLR2L_S100A9"
"APRT_S100A9"
"ARF1_S100A9"
"CAPZB_S100A9"
"S100A9_UBE2L6"
"S100A9_SNX3"
"S100A9_TMEM219"
"PKM_S100A9"
"COX6B1_S100A9"
"ANXA5_S100A9"
"NUP214_S100A9"
"BLOC1S1_S100A9"
"S100A9_TNFSF10"
"PCBP1_S100A9"
"S100A9_YBX1"
"PPIB_S100A9"
"C11orf31_S100A9"
"DDX5_S100A9"
"S100A9_UCP2"
"ATP6V1F_S100A9"
"LAMTOR1_S100A9"
"COX5B_S100A9"
"FCGRT_S100A9"
"NDUFA11_S100A9"
"ATP5G3_S100A9"
"AP2S1_S100A9"
"S100A9_SSR4"
"H2AFZ_S100A9"
"PSMB8_S100A9"
"ATP5D_S100A9"
"S100A9_TOMM7"
"EDF1_S100A9"
"COPE_S100A9"
"NBEAL1_S100A9"
"BID_S100A9"
"JTB_S100A9"
"PRDX5_S100A9"
"S100A9_WDR83OS"
"IFI30_S100A9"
"S100A9_VPS28"
"RNF130_S100A9"
"NEDD8_S100A9"
"S100A9_UQCRH"
"NDUFA4_S100A9"
"CD74_S100A9"
"HLA-DQA1_S100A9"
"LRRFIP1_S100A9"
"S100A9_TSPO"
"HNRNPA2B1_S100A9"
"EIF3F_S100A9"
"COX4I1_S100A9"
"GNG5_S100A9"
"CORO1A_S100A9"
"PYCARD_S100A9"
"HNRNPDL_S100A9"
"NDUFB11_S100A9"
"EIF3K_S100A9"
"ARRB2_S100A9"
"LY86_S100A9"
"CLTA_S100A9"
"ALDH2_S100A9"
"S100A9_WARS"
"S100A9_SAMHD1"
"POLD4_S100A9"
"C20orf24_S100A9"
"S100A9_SEC11A"
"S100A9_U2AF1"
"HCLS1_S100A9"
"DYNLL1_S100A9"
"JUND_S100A9"
"AMICA1_S100A9"
"HCK_S100A9"
"PCBP2_S100A9"
"COX8A_S100A9"
"PTPN6_S100A9"
"HMGB2_S100A9"
"CFL1_S100A9"
"EID1_S100A9"
"ARL6IP5_S100A9"
"S100A9_SOD1"
"HINT1_S100A9"
"LCP1_S100A9"
"PLBD1_S100A9"
"CTSC_S100A9"
"CSF3R_S100A9"
"CHMP4A_S100A9"
"RBP7_S100A9"
"ANP32B_S100A9"
"PLP2_S100A9"
"HSP90AB1_S100A9"
"ARHGDIB_S100A9"
"S100A9_ZFAS1"
"FCER1G_S100A9"
"PRR13_S100A9"
"KLF4_S100A9"
"ATP5B_S100A9"
"EEF2_S100A9"
"LST1_S100A9"
"LAMTOR2_S100A9"
"ARF5_S100A9"
"RBX1_S100A9"
"COX5A_S100A9"
"S100A9_SP110"
"CTSH_S100A9"
"C19orf53_S100A9"
"RGS19_S100A9"
"LGALS9_S100A9"
"S100A9_TRAPPC1"
"MSN_S100A9"
"NDUFB9_S100A9"
"S100A9_ZNF706"
"S100A9_SAP18"
"RAN_S100A9"
"RAC1_S100A9"
"GNAI2_S100A9"
"ALDOA_S100A9"
"GLIPR2_S100A9"
"GDI2_S100A9"
"NDUFB8.1_S100A9"
"NCF1_S100A9"
"S100A9_UQCRQ"
"CDC42_S100A9"
"ABI3_S100A9"
"S100A9_SYF2"
"NACA_S100A9"
"HSD17B11_S100A9"
"S100A9_VASP"
"LILRA5_S100A9"
"COX7A2_S100A9"
"S100A9_SEC61B"
"EFHD2_S100A9"
"ATP5H_S100A9"
"CSNK2B_S100A9"
"CD53_S100A9"
"GABARAP_S100A9"
"ATP5A1_S100A9"
"NDUFB7_S100A9"
"PPP4C_S100A9"
"S100A9_SKP1"
"REEP5_S100A9"
